timestamp,air_temperature,humidity,light,co2,water_temperature,soil_ph,soil_ec,nitrogen,phosphorus,potassium
2026-09-24 19:15:00,39.04,36.39,0,507.64,29.18,7.7,5.48,61.16,16.9,113.49
2026-09-24 19:30:00,38.9,37.68,0,499.06,29.07,7.7,5.42,61.23,17.72,106.28
2026-09-24 19:45:00,38.51,35.52,0,512.9,29.07,7.64,5.57,61.32,16.66,114.8
2026-09-24 20:00:00,38.63,35.56,0,503.02,28.71,7.69,5.54,62.4,16.2,118.03
2026-09-24 20:15:00,38.22,37.04,27,520.58,28.78,7.71,5.6,62.11,16.38,110.95
2026-09-24 20:30:00,38.14,36.75,163,519.76,28.73,7.72,5.49,60.5,17.51,108.95
2026-09-24 20:45:00,38.58,36.66,495,522.78,28.21,7.66,5.45,63.62,15.91,112.63
2026-09-24 21:00:00,38.41,37.94,583,518.18,28.67,7.71,5.52,62.81,16.88,107.98
2026-09-24 21:15:00,37.8,38.03,0,514.04,28.53,7.68,5.49,58.93,16.8,109.28
2026-09-24 21:30:00,38.05,35.9,0,533.69,28.65,7.73,5.55,60.79,17.37,109.03
2026-09-24 21:45:00,37.47,39.44,0,523.91,28.42,7.68,5.55,62.44,17.81,111.19
2026-09-24 22:00:00,37.4,39.13,0,530.55,28.42,7.7,5.56,61.3,17.2,109.92
2026-09-24 22:15:00,37.09,37.22,0,541.67,28.46,7.71,5.5,61.48,17.25,107.1
2026-09-24 22:30:00,36.95,38.1,0,535.48,28.21,7.68,5.5,61.07,16.76,105.06
2026-09-24 22:45:00,37.27,37.71,351,515.72,28.15,7.71,5.38,61.58,17.05,110.3
2026-09-24 23:00:00,36.7,38.92,129,535.98,28.41,7.7,5.5,61.48,17.32,110.28
2026-09-24 23:15:00,37.36,39.25,0,545.44,28.4,7.69,5.52,62.6,16.9,103.25
2026-09-24 23:30:00,36.98,39.14,118,542.33,28.42,7.7,5.47,61.17,17.21,106.84
2026-09-24 23:45:00,36.57,40.97,1140,561.76,28.42,7.72,5.42,63.39,17.72,111.42
